lead_id,created_date,company_name,lead_source,industry,company_size,region,lead_status
8344,2025-08-07,Company_08344,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
8345,2024-12-27,Company_08345,Website,Financial Services,Enterprise,Hong Kong,New
8346,2025-11-26,Company_08346,Paid Ads,Technology,Mid-Market,Japan,New
8347,2024-05-18,Company_08347,Website,Financial Services,Mid-Market,Taiwan,New
8348,2024-01-24,Company_08348,Outbound,Technology,Mid-Market,Japan,New
8349,2025-05-31,Company_08349,Outbound,Professional Services,SMB,Taiwan,New
8350,2025-02-08,Company_08350,Website,Technology,SMB,Singapore,New
8351,2025-08-23,Company_08351,Paid Ads,Manufacturing,Enterprise,Taiwan,New
8352,2025-08-01,Company_08352,Outbound,Healthcare,SMB,Taiwan,New
8353,2025-11-10,Company_08353,Referral,Technology,Mid-Market,Singapore,New
8354,2025-06-11,Company_08354,Outbound,Retail,SMB,Japan,New
8355,2025-05-10,Company_08355,Partner,Professional Services,SMB,Hong Kong,New
8356,2025-03-09,Company_08356,Paid Ads,Professional Services,SMB,Singapore,New
8357,2025-06-12,Company_08357,Website,Technology,Enterprise,Singapore,New
8358,2024-04-27,Company_08358,Paid Ads,Financial Services,SMB,Singapore,New
8359,2024-03-06,Company_08359,Website,Retail,Enterprise,Singapore,New
8360,2024-07-29,Company_08360,Outbound,Retail,SMB,Hong Kong,New
8361,2025-04-19,Company_08361,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
8362,2025-03-30,Company_08362,Website,Professional Services,Mid-Market,Japan,New
8363,2025-02-01,Company_08363,Outbound,Manufacturing,SMB,Hong Kong,New
8364,2024-11-26,Company_08364,Website,Professional Services,SMB,Singapore,New
8365,2025-12-26,Company_08365,Referral,Healthcare,Mid-Market,Singapore,New
8366,2024-01-02,Company_08366,Paid Ads,Healthcare,SMB,Japan,New
8367,2025-06-06,Company_08367,Website,Healthcare,SMB,Taiwan,New
8368,2025-05-07,Company_08368,Outbound,Healthcare,SMB,Hong Kong,New
8369,2025-09-10,Company_08369,Outbound,Professional Services,SMB,Japan,New
8370,2024-04-02,Company_08370,Paid Ads,Retail,SMB,Japan,New
8371,2025-01-12,Company_08371,Paid Ads,Financial Services,Mid-Market,Japan,New
8372,2024-02-21,Company_08372,Website,Manufacturing,Mid-Market,Hong Kong,New
8373,2025-08-09,Company_08373,Paid Ads,Retail,Enterprise,Singapore,New
8374,2025-06-28,Company_08374,Paid Ads,Professional Services,Enterprise,Hong Kong,New
8375,2024-07-30,Company_08375,Paid Ads,Technology,SMB,Taiwan,New
8376,2024-02-26,Company_08376,Outbound,Retail,SMB,Japan,New
8377,2025-10-30,Company_08377,Referral,Healthcare,Mid-Market,Singapore,New
8378,2025-03-01,Company_08378,Outbound,Technology,SMB,Hong Kong,New
8379,2024-03-31,Company_08379,Website,Professional Services,Mid-Market,Japan,New
8380,2025-11-03,Company_08380,Paid Ads,Retail,SMB,Hong Kong,New
8381,2024-06-29,Company_08381,Partner,Healthcare,SMB,Singapore,New
8382,2024-09-18,Company_08382,Website,Technology,Mid-Market,Taiwan,New
8383,2025-10-06,Company_08383,Referral,Manufacturing,SMB,Hong Kong,New
8384,2024-08-10,Company_08384,Event,Technology,Mid-Market,Japan,New
8385,2025-02-03,Company_08385,Website,Technology,Mid-Market,Taiwan,New
8386,2025-01-02,Company_08386,Outbound,Healthcare,SMB,Hong Kong,New
8387,2025-06-06,Company_08387,Paid Ads,Professional Services,Enterprise,Taiwan,New
8388,2024-11-03,Company_08388,Outbound,Financial Services,SMB,Japan,New
8389,2025-10-31,Company_08389,Paid Ads,Retail,Enterprise,Hong Kong,New
8390,2025-10-08,Company_08390,Event,Professional Services,SMB,Hong Kong,New
8391,2025-01-08,Company_08391,Partner,Healthcare,Enterprise,Japan,New
8392,2025-09-01,Company_08392,Paid Ads,Professional Services,SMB,Hong Kong,New
8393,2025-04-16,Company_08393,Paid Ads,Technology,SMB,Singapore,New
8394,2025-06-13,Company_08394,Referral,Professional Services,Mid-Market,Hong Kong,New
8395,2024-04-01,Company_08395,Event,Professional Services,Mid-Market,Hong Kong,New
8396,2025-09-15,Company_08396,Outbound,Technology,SMB,Japan,New
8397,2025-05-04,Company_08397,Website,Professional Services,SMB,Japan,New
8398,2024-08-10,Company_08398,Outbound,Technology,SMB,Japan,New
8399,2025-02-04,Company_08399,Referral,Retail,SMB,Singapore,New
8400,2025-03-06,Company_08400,Website,Technology,SMB,Singapore,New
8401,2024-03-18,Company_08401,Paid Ads,Healthcare,SMB,Japan,New
8402,2025-09-14,Company_08402,Event,Financial Services,SMB,Singapore,New
8403,2024-03-05,Company_08403,Outbound,Manufacturing,Mid-Market,Taiwan,New
8404,2025-04-29,Company_08404,Paid Ads,Manufacturing,SMB,Japan,New
8405,2024-06-07,Company_08405,Website,Manufacturing,SMB,Japan,New
8406,2025-12-08,Company_08406,Referral,Financial Services,SMB,Taiwan,New
8407,2025-03-23,Company_08407,Website,Professional Services,SMB,Japan,New
8408,2025-07-14,Company_08408,Outbound,Professional Services,SMB,Japan,New
8409,2024-08-29,Company_08409,Paid Ads,Retail,SMB,Hong Kong,New
8410,2025-06-23,Company_08410,Referral,Technology,SMB,Japan,New
8411,2024-12-25,Company_08411,Outbound,Financial Services,Mid-Market,Singapore,New
8412,2025-05-11,Company_08412,Partner,Healthcare,SMB,Singapore,New
8413,2025-05-25,Company_08413,Website,Manufacturing,Mid-Market,Singapore,New
8414,2024-02-04,Company_08414,Paid Ads,Retail,Enterprise,Japan,New
8415,2024-04-15,Company_08415,Outbound,Technology,Enterprise,Singapore,New
8416,2025-12-01,Company_08416,Website,Financial Services,SMB,Hong Kong,New
8417,2024-11-19,Company_08417,Paid Ads,Manufacturing,Mid-Market,Singapore,New
8418,2024-01-27,Company_08418,Outbound,Manufacturing,SMB,Taiwan,New
8419,2024-11-23,Company_08419,Referral,Technology,SMB,Hong Kong,New
8420,2025-05-13,Company_08420,Referral,Manufacturing,SMB,Hong Kong,New
8421,2024-03-22,Company_08421,Referral,Healthcare,SMB,Hong Kong,New
8422,2025-01-20,Company_08422,Website,Healthcare,Mid-Market,Singapore,New
8423,2025-02-01,Company_08423,Outbound,Retail,Enterprise,Japan,New
8424,2024-11-03,Company_08424,Outbound,Healthcare,SMB,Hong Kong,New
8425,2024-08-22,Company_08425,Website,Healthcare,Mid-Market,Japan,New
8426,2024-06-08,Company_08426,Outbound,Professional Services,SMB,Japan,New
8427,2025-05-29,Company_08427,Website,Technology,SMB,Japan,New
8428,2024-08-11,Company_08428,Paid Ads,Retail,SMB,Hong Kong,New
8429,2024-09-07,Company_08429,Website,Manufacturing,SMB,Japan,New
8430,2024-04-28,Company_08430,Referral,Technology,SMB,Taiwan,New
8431,2024-09-15,Company_08431,Paid Ads,Healthcare,SMB,Hong Kong,New
8432,2025-10-18,Company_08432,Referral,Retail,Mid-Market,Singapore,New
8433,2024-12-29,Company_08433,Partner,Healthcare,SMB,Hong Kong,New
8434,2025-01-21,Company_08434,Website,Financial Services,Mid-Market,Singapore,New
8435,2025-08-17,Company_08435,Website,Financial Services,SMB,Singapore,New
8436,2025-05-11,Company_08436,Event,Retail,SMB,Singapore,New
8437,2024-07-28,Company_08437,Referral,Professional Services,SMB,Singapore,New
8438,2025-06-20,Company_08438,Paid Ads,Manufacturing,SMB,Singapore,New
8439,2025-11-01,Company_08439,Partner,Healthcare,SMB,Taiwan,New
8440,2025-10-08,Company_08440,Referral,Manufacturing,Enterprise,Singapore,New
8441,2025-09-07,Company_08441,Partner,Technology,Enterprise,Japan,New
8442,2025-08-01,Company_08442,Paid Ads,Manufacturing,SMB,Hong Kong,New
8443,2025-05-03,Company_08443,Paid Ads,Retail,SMB,Japan,New
8444,2024-03-22,Company_08444,Website,Financial Services,SMB,Hong Kong,New
8445,2025-03-31,Company_08445,Paid Ads,Technology,Mid-Market,Taiwan,New
8446,2025-07-15,Company_08446,Outbound,Financial Services,SMB,Singapore,New
8447,2025-05-19,Company_08447,Referral,Professional Services,SMB,Japan,New
8448,2024-05-09,Company_08448,Outbound,Financial Services,SMB,Taiwan,New
8449,2024-03-02,Company_08449,Paid Ads,Technology,SMB,Singapore,New
8450,2024-04-26,Company_08450,Paid Ads,Healthcare,SMB,Singapore,New
8451,2024-10-18,Company_08451,Website,Professional Services,Mid-Market,Japan,New
8452,2024-10-10,Company_08452,Paid Ads,Retail,SMB,Japan,New
8453,2025-11-04,Company_08453,Outbound,Healthcare,SMB,Japan,New
8454,2024-07-11,Company_08454,Referral,Retail,Enterprise,Taiwan,New
8455,2025-02-20,Company_08455,Paid Ads,Retail,SMB,Japan,New
8456,2025-01-12,Company_08456,Referral,Healthcare,SMB,Taiwan,New
8457,2025-08-07,Company_08457,Paid Ads,Retail,SMB,Taiwan,New
8458,2025-08-31,Company_08458,Paid Ads,Technology,SMB,Hong Kong,New
8459,2025-10-06,Company_08459,Paid Ads,Healthcare,SMB,Japan,New
8460,2025-12-19,Company_08460,Outbound,Retail,SMB,Hong Kong,New
8461,2024-09-10,Company_08461,Website,Healthcare,SMB,Japan,New
8462,2025-03-23,Company_08462,Outbound,Healthcare,SMB,Hong Kong,New
8463,2025-11-04,Company_08463,Referral,Healthcare,SMB,Singapore,New
8464,2024-12-09,Company_08464,Event,Technology,Mid-Market,Singapore,New
8465,2024-10-11,Company_08465,Event,Professional Services,SMB,Japan,New
8466,2025-09-07,Company_08466,Paid Ads,Financial Services,Enterprise,Taiwan,New
8467,2025-12-03,Company_08467,Website,Healthcare,Mid-Market,Japan,New
8468,2025-12-07,Company_08468,Partner,Healthcare,SMB,Hong Kong,New
8469,2025-06-13,Company_08469,Website,Manufacturing,SMB,Taiwan,New
8470,2024-12-06,Company_08470,Referral,Professional Services,SMB,Singapore,New
8471,2025-03-11,Company_08471,Paid Ads,Technology,SMB,Singapore,New
8472,2024-07-27,Company_08472,Referral,Professional Services,Enterprise,Hong Kong,New
8473,2024-06-17,Company_08473,Website,Professional Services,SMB,Taiwan,New
8474,2025-08-27,Company_08474,Outbound,Financial Services,SMB,Taiwan,New
8475,2025-06-02,Company_08475,Outbound,Manufacturing,SMB,Singapore,New
8476,2025-12-29,Company_08476,Paid Ads,Retail,Mid-Market,Taiwan,New
8477,2025-01-08,Company_08477,Website,Healthcare,SMB,Hong Kong,New
8478,2024-05-25,Company_08478,Paid Ads,Retail,Enterprise,Singapore,New
8479,2024-02-04,Company_08479,Outbound,Professional Services,Mid-Market,Taiwan,New
8480,2024-12-23,Company_08480,Website,Retail,Enterprise,Hong Kong,New
8481,2025-09-12,Company_08481,Paid Ads,Retail,SMB,Japan,New
8482,2025-07-01,Company_08482,Website,Healthcare,SMB,Hong Kong,New
8483,2024-01-29,Company_08483,Outbound,Retail,SMB,Singapore,New
8484,2024-08-17,Company_08484,Paid Ads,Financial Services,Mid-Market,Taiwan,New
8485,2024-10-22,Company_08485,Event,Professional Services,Mid-Market,Singapore,New
8486,2024-03-27,Company_08486,Website,Technology,SMB,Taiwan,New
8487,2025-03-12,Company_08487,Outbound,Financial Services,SMB,Singapore,New
8488,2025-06-27,Company_08488,Website,Healthcare,Mid-Market,Japan,New
8489,2025-03-11,Company_08489,Outbound,Financial Services,Enterprise,Hong Kong,New
8490,2025-03-29,Company_08490,Website,Financial Services,SMB,Singapore,New
8491,2025-11-13,Company_08491,Paid Ads,Healthcare,SMB,Singapore,New
8492,2024-12-24,Company_08492,Referral,Healthcare,Mid-Market,Singapore,New
8493,2024-10-24,Company_08493,Website,Technology,SMB,Hong Kong,New
8494,2025-05-07,Company_08494,Partner,Retail,SMB,Taiwan,New
8495,2024-10-27,Company_08495,Website,Manufacturing,Mid-Market,Taiwan,New
8496,2024-01-27,Company_08496,Referral,Manufacturing,Mid-Market,Hong Kong,New
8497,2024-06-03,Company_08497,Website,Healthcare,SMB,Singapore,New
8498,2025-04-28,Company_08498,Referral,Technology,SMB,Japan,New
8499,2024-10-22,Company_08499,Partner,Technology,Mid-Market,Taiwan,New
8500,2025-01-13,Company_08500,Website,Healthcare,Mid-Market,Singapore,New
8501,2025-08-16,Company_08501,Website,Healthcare,SMB,Taiwan,New
8502,2025-03-14,Company_08502,Outbound,Technology,SMB,Singapore,New
8503,2025-10-06,Company_08503,Paid Ads,Healthcare,SMB,Singapore,New
8504,2024-01-18,Company_08504,Outbound,Healthcare,Mid-Market,Singapore,New
8505,2024-02-16,Company_08505,Website,Manufacturing,SMB,Singapore,New
8506,2024-02-04,Company_08506,Partner,Financial Services,Mid-Market,Japan,New
8507,2025-10-03,Company_08507,Paid Ads,Healthcare,Enterprise,Taiwan,New
8508,2025-10-28,Company_08508,Paid Ads,Financial Services,Mid-Market,Japan,New
8509,2024-12-06,Company_08509,Paid Ads,Manufacturing,Mid-Market,Taiwan,New
8510,2025-11-25,Company_08510,Website,Professional Services,SMB,Japan,New
8511,2025-02-17,Company_08511,Website,Retail,Enterprise,Singapore,New
8512,2025-01-06,Company_08512,Paid Ads,Financial Services,Enterprise,Taiwan,New
8513,2025-05-11,Company_08513,Website,Professional Services,SMB,Singapore,New
8514,2024-03-07,Company_08514,Outbound,Manufacturing,Enterprise,Japan,New
8515,2024-09-23,Company_08515,Website,Professional Services,Enterprise,Hong Kong,New
8516,2025-02-15,Company_08516,Outbound,Professional Services,Mid-Market,Taiwan,New
8517,2024-02-05,Company_08517,Website,Retail,Mid-Market,Taiwan,New
8518,2024-10-06,Company_08518,Outbound,Professional Services,Mid-Market,Hong Kong,New
8519,2025-05-22,Company_08519,Referral,Manufacturing,SMB,Taiwan,New
8520,2025-12-04,Company_08520,Referral,Technology,Mid-Market,Taiwan,New
8521,2025-08-01,Company_08521,Referral,Healthcare,SMB,Hong Kong,New
8522,2024-01-15,Company_08522,Event,Financial Services,Enterprise,Hong Kong,New
8523,2025-02-20,Company_08523,Event,Financial Services,SMB,Taiwan,New
8524,2024-08-23,Company_08524,Partner,Financial Services,SMB,Taiwan,New
8525,2025-11-26,Company_08525,Website,Technology,SMB,Taiwan,New
8526,2025-01-25,Company_08526,Website,Manufacturing,Enterprise,Hong Kong,New
8527,2024-06-06,Company_08527,Paid Ads,Retail,SMB,Singapore,New
8528,2024-08-12,Company_08528,Paid Ads,Retail,SMB,Hong Kong,New
8529,2025-02-08,Company_08529,Website,Retail,Mid-Market,Singapore,New
8530,2025-05-25,Company_08530,Outbound,Professional Services,Mid-Market,Singapore,New
8531,2025-05-15,Company_08531,Website,Technology,Mid-Market,Hong Kong,New
8532,2024-05-02,Company_08532,Paid Ads,Retail,Mid-Market,Taiwan,New
8533,2024-12-10,Company_08533,Outbound,Technology,Enterprise,Taiwan,New
8534,2024-10-11,Company_08534,Website,Technology,SMB,Singapore,New
8535,2025-04-03,Company_08535,Website,Healthcare,SMB,Singapore,New
8536,2024-09-25,Company_08536,Outbound,Manufacturing,SMB,Singapore,New
8537,2024-10-17,Company_08537,Event,Professional Services,Mid-Market,Japan,New
8538,2025-09-05,Company_08538,Partner,Healthcare,Mid-Market,Singapore,New
8539,2025-01-12,Company_08539,Website,Professional Services,Mid-Market,Taiwan,New
8540,2024-08-12,Company_08540,Partner,Healthcare,Mid-Market,Singapore,New
8541,2025-09-01,Company_08541,Referral,Healthcare,SMB,Japan,New
8542,2025-07-14,Company_08542,Outbound,Healthcare,SMB,Hong Kong,New
8543,2024-11-29,Company_08543,Outbound,Manufacturing,Enterprise,Hong Kong,New
8544,2025-11-17,Company_08544,Paid Ads,Professional Services,Mid-Market,Singapore,New
8545,2025-11-06,Company_08545,Outbound,Manufacturing,SMB,Singapore,New
8546,2024-01-04,Company_08546,Outbound,Healthcare,Mid-Market,Japan,New
8547,2024-12-26,Company_08547,Website,Retail,SMB,Singapore,New
8548,2025-01-29,Company_08548,Website,Retail,SMB,Hong Kong,New
8549,2024-06-05,Company_08549,Outbound,Retail,SMB,Taiwan,New
8550,2025-12-05,Company_08550,Paid Ads,Technology,Mid-Market,Singapore,New
8551,2024-10-06,Company_08551,Partner,Professional Services,SMB,Japan,New
8552,2025-05-07,Company_08552,Paid Ads,Manufacturing,SMB,Taiwan,New
8553,2025-06-06,Company_08553,Partner,Professional Services,Enterprise,Japan,New
8554,2025-12-14,Company_08554,Website,Retail,SMB,Japan,New
8555,2025-02-04,Company_08555,Website,Manufacturing,SMB,Japan,New
8556,2025-11-03,Company_08556,Referral,Healthcare,SMB,Taiwan,New
8557,2024-09-11,Company_08557,Website,Healthcare,SMB,Japan,New
8558,2024-09-06,Company_08558,Website,Healthcare,SMB,Hong Kong,New
8559,2025-03-15,Company_08559,Paid Ads,Healthcare,Enterprise,Singapore,New
8560,2025-06-02,Company_08560,Outbound,Technology,Mid-Market,Singapore,New
8561,2025-01-29,Company_08561,Referral,Healthcare,Mid-Market,Hong Kong,New
8562,2024-10-28,Company_08562,Referral,Retail,Enterprise,Singapore,New
8563,2024-10-01,Company_08563,Referral,Retail,Mid-Market,Japan,New
8564,2025-03-03,Company_08564,Paid Ads,Professional Services,Enterprise,Japan,New
8565,2025-02-16,Company_08565,Paid Ads,Manufacturing,Mid-Market,Taiwan,New
8566,2025-12-04,Company_08566,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
8567,2025-10-23,Company_08567,Referral,Retail,SMB,Taiwan,New
8568,2025-02-10,Company_08568,Website,Professional Services,Mid-Market,Japan,New
8569,2024-04-19,Company_08569,Paid Ads,Financial Services,SMB,Japan,New
8570,2024-11-05,Company_08570,Website,Retail,Mid-Market,Japan,New
8571,2024-07-12,Company_08571,Website,Professional Services,SMB,Taiwan,New
8572,2025-06-08,Company_08572,Website,Healthcare,SMB,Taiwan,New
8573,2024-06-10,Company_08573,Website,Retail,SMB,Taiwan,New
8574,2025-09-03,Company_08574,Website,Financial Services,Mid-Market,Singapore,New
8575,2024-07-17,Company_08575,Website,Manufacturing,SMB,Japan,New
8576,2025-07-30,Company_08576,Paid Ads,Technology,SMB,Japan,New
8577,2024-09-23,Company_08577,Outbound,Manufacturing,Mid-Market,Taiwan,New
8578,2024-01-23,Company_08578,Outbound,Healthcare,SMB,Hong Kong,New
8579,2024-07-06,Company_08579,Website,Healthcare,SMB,Singapore,New
8580,2025-02-10,Company_08580,Website,Retail,SMB,Japan,New
8581,2024-05-26,Company_08581,Paid Ads,Healthcare,Mid-Market,Japan,New
8582,2024-05-28,Company_08582,Partner,Manufacturing,SMB,Japan,New
8583,2025-03-12,Company_08583,Event,Technology,Enterprise,Japan,New
8584,2024-12-11,Company_08584,Website,Healthcare,SMB,Taiwan,New
8585,2025-06-26,Company_08585,Website,Technology,SMB,Hong Kong,New
8586,2025-09-20,Company_08586,Partner,Healthcare,Enterprise,Taiwan,New
8587,2025-02-08,Company_08587,Website,Financial Services,Enterprise,Taiwan,New
8588,2024-02-08,Company_08588,Referral,Financial Services,SMB,Singapore,New
8589,2024-07-07,Company_08589,Partner,Healthcare,SMB,Hong Kong,New
8590,2025-01-18,Company_08590,Website,Financial Services,SMB,Taiwan,New
8591,2025-02-04,Company_08591,Referral,Professional Services,Enterprise,Taiwan,New
8592,2024-10-24,Company_08592,Website,Retail,SMB,Japan,New
8593,2024-02-25,Company_08593,Referral,Healthcare,SMB,Singapore,New
8594,2024-07-21,Company_08594,Referral,Retail,Mid-Market,Japan,New
8595,2024-01-27,Company_08595,Partner,Manufacturing,Mid-Market,Hong Kong,New
8596,2024-06-30,Company_08596,Paid Ads,Technology,SMB,Japan,New
8597,2025-10-29,Company_08597,Partner,Healthcare,SMB,Singapore,New
8598,2025-10-30,Company_08598,Paid Ads,Financial Services,Mid-Market,Japan,New
8599,2024-03-05,Company_08599,Website,Healthcare,SMB,Taiwan,New
8600,2024-12-04,Company_08600,Partner,Retail,Mid-Market,Japan,New
8601,2024-06-26,Company_08601,Website,Healthcare,Mid-Market,Japan,New
8602,2024-12-01,Company_08602,Website,Technology,SMB,Japan,New
8603,2025-07-17,Company_08603,Outbound,Manufacturing,SMB,Singapore,New
8604,2024-10-25,Company_08604,Website,Technology,SMB,Hong Kong,New
8605,2024-11-14,Company_08605,Paid Ads,Manufacturing,SMB,Taiwan,New
8606,2024-02-28,Company_08606,Paid Ads,Professional Services,Mid-Market,Japan,New
8607,2024-10-03,Company_08607,Outbound,Retail,SMB,Japan,New
8608,2025-05-04,Company_08608,Outbound,Manufacturing,Enterprise,Singapore,New
8609,2025-10-25,Company_08609,Website,Manufacturing,SMB,Hong Kong,New
8610,2025-01-04,Company_08610,Website,Professional Services,SMB,Hong Kong,New
8611,2024-02-02,Company_08611,Referral,Technology,Mid-Market,Taiwan,New
8612,2025-03-30,Company_08612,Outbound,Technology,Mid-Market,Taiwan,New
8613,2024-08-20,Company_08613,Outbound,Financial Services,Mid-Market,Taiwan,New
8614,2024-10-16,Company_08614,Website,Retail,SMB,Singapore,New
8615,2025-11-20,Company_08615,Paid Ads,Healthcare,SMB,Taiwan,New
8616,2024-02-19,Company_08616,Website,Healthcare,SMB,Japan,New
8617,2024-08-01,Company_08617,Paid Ads,Technology,Mid-Market,Hong Kong,New
8618,2024-06-19,Company_08618,Event,Healthcare,SMB,Japan,New
8619,2024-03-20,Company_08619,Event,Professional Services,SMB,Hong Kong,New
8620,2025-02-12,Company_08620,Outbound,Retail,SMB,Hong Kong,New
8621,2024-04-06,Company_08621,Website,Financial Services,Enterprise,Japan,New
8622,2024-04-17,Company_08622,Website,Healthcare,SMB,Hong Kong,New
8623,2024-05-03,Company_08623,Referral,Financial Services,SMB,Hong Kong,New
8624,2024-09-13,Company_08624,Website,Technology,Mid-Market,Singapore,New
8625,2024-01-30,Company_08625,Referral,Financial Services,Enterprise,Taiwan,New
8626,2024-01-06,Company_08626,Outbound,Manufacturing,SMB,Hong Kong,New
8627,2024-08-26,Company_08627,Referral,Retail,Mid-Market,Japan,New
8628,2025-01-08,Company_08628,Referral,Technology,SMB,Hong Kong,New
8629,2024-09-01,Company_08629,Paid Ads,Manufacturing,SMB,Taiwan,New
8630,2024-06-02,Company_08630,Outbound,Financial Services,Mid-Market,Hong Kong,New
8631,2025-05-05,Company_08631,Event,Technology,SMB,Singapore,New
8632,2025-03-09,Company_08632,Website,Manufacturing,Mid-Market,Japan,New
8633,2025-01-10,Company_08633,Partner,Healthcare,SMB,Taiwan,New
8634,2025-11-11,Company_08634,Paid Ads,Technology,SMB,Taiwan,New
8635,2025-05-25,Company_08635,Paid Ads,Retail,SMB,Hong Kong,New
8636,2025-11-29,Company_08636,Referral,Financial Services,Mid-Market,Hong Kong,New
8637,2025-12-11,Company_08637,Outbound,Manufacturing,SMB,Taiwan,New
8638,2024-11-19,Company_08638,Referral,Financial Services,Mid-Market,Taiwan,New
8639,2025-02-14,Company_08639,Outbound,Financial Services,Enterprise,Taiwan,New
8640,2025-05-03,Company_08640,Event,Manufacturing,Enterprise,Taiwan,New
8641,2024-04-05,Company_08641,Website,Retail,Mid-Market,Taiwan,New
8642,2024-06-09,Company_08642,Website,Financial Services,SMB,Singapore,New
8643,2024-11-08,Company_08643,Event,Healthcare,SMB,Japan,New
8644,2025-03-30,Company_08644,Website,Professional Services,SMB,Singapore,New
8645,2024-04-04,Company_08645,Referral,Technology,Mid-Market,Hong Kong,New
8646,2025-09-03,Company_08646,Paid Ads,Manufacturing,Mid-Market,Singapore,New
8647,2025-05-02,Company_08647,Outbound,Technology,SMB,Taiwan,New
8648,2024-05-05,Company_08648,Referral,Technology,Enterprise,Hong Kong,New
8649,2024-04-01,Company_08649,Paid Ads,Healthcare,SMB,Taiwan,New
8650,2024-04-26,Company_08650,Website,Retail,SMB,Japan,New
8651,2024-04-02,Company_08651,Outbound,Financial Services,Mid-Market,Taiwan,New
8652,2025-04-10,Company_08652,Website,Retail,Enterprise,Hong Kong,New
8653,2025-08-24,Company_08653,Paid Ads,Healthcare,SMB,Taiwan,New
8654,2024-03-06,Company_08654,Referral,Professional Services,Mid-Market,Singapore,New
8655,2024-10-24,Company_08655,Partner,Healthcare,Mid-Market,Hong Kong,New
8656,2025-07-20,Company_08656,Outbound,Retail,Enterprise,Taiwan,New
8657,2024-05-05,Company_08657,Paid Ads,Manufacturing,SMB,Japan,New
8658,2024-11-06,Company_08658,Event,Professional Services,Enterprise,Taiwan,New
8659,2024-05-05,Company_08659,Website,Healthcare,SMB,Singapore,New
8660,2025-11-05,Company_08660,Paid Ads,Healthcare,SMB,Japan,New
8661,2024-05-09,Company_08661,Website,Technology,Mid-Market,Singapore,New
8662,2024-05-09,Company_08662,Outbound,Technology,SMB,Singapore,New
8663,2025-02-13,Company_08663,Website,Financial Services,Mid-Market,Singapore,New
8664,2024-04-10,Company_08664,Referral,Manufacturing,Mid-Market,Japan,New
8665,2024-10-12,Company_08665,Partner,Healthcare,SMB,Japan,New
8666,2024-03-07,Company_08666,Outbound,Healthcare,SMB,Singapore,New
8667,2024-11-28,Company_08667,Website,Retail,SMB,Hong Kong,New
8668,2024-10-03,Company_08668,Referral,Manufacturing,SMB,Taiwan,New
8669,2024-11-27,Company_08669,Referral,Manufacturing,SMB,Japan,New
8670,2025-05-02,Company_08670,Event,Professional Services,SMB,Japan,New
8671,2025-10-19,Company_08671,Outbound,Professional Services,SMB,Japan,New
8672,2025-10-09,Company_08672,Website,Professional Services,SMB,Hong Kong,New
8673,2025-07-10,Company_08673,Referral,Professional Services,SMB,Hong Kong,New
8674,2025-07-02,Company_08674,Paid Ads,Professional Services,Mid-Market,Hong Kong,New
8675,2025-01-19,Company_08675,Website,Financial Services,Mid-Market,Japan,New
8676,2024-01-15,Company_08676,Website,Professional Services,Mid-Market,Singapore,New
8677,2025-10-16,Company_08677,Website,Manufacturing,Mid-Market,Japan,New
8678,2024-08-31,Company_08678,Website,Retail,SMB,Hong Kong,New
8679,2024-09-11,Company_08679,Paid Ads,Financial Services,SMB,Taiwan,New
8680,2025-11-11,Company_08680,Paid Ads,Manufacturing,SMB,Singapore,New
8681,2024-09-04,Company_08681,Website,Professional Services,SMB,Singapore,New
8682,2024-02-19,Company_08682,Website,Technology,Mid-Market,Japan,New
8683,2025-04-30,Company_08683,Website,Professional Services,SMB,Singapore,New
8684,2025-09-28,Company_08684,Paid Ads,Financial Services,Mid-Market,Singapore,New
8685,2025-10-21,Company_08685,Website,Financial Services,SMB,Taiwan,New
8686,2024-12-01,Company_08686,Outbound,Professional Services,Enterprise,Taiwan,New
8687,2025-09-05,Company_08687,Paid Ads,Financial Services,SMB,Taiwan,New
8688,2025-06-27,Company_08688,Website,Professional Services,SMB,Hong Kong,New
8689,2025-06-01,Company_08689,Website,Retail,Mid-Market,Japan,New
8690,2024-10-21,Company_08690,Website,Professional Services,SMB,Singapore,New
8691,2024-10-02,Company_08691,Website,Professional Services,Mid-Market,Hong Kong,New
8692,2024-06-30,Company_08692,Outbound,Financial Services,Mid-Market,Taiwan,New
8693,2025-06-06,Company_08693,Event,Professional Services,Mid-Market,Taiwan,New
8694,2025-02-07,Company_08694,Referral,Retail,SMB,Taiwan,New
8695,2024-06-02,Company_08695,Event,Technology,SMB,Singapore,New
8696,2025-09-09,Company_08696,Website,Financial Services,SMB,Japan,New
8697,2024-08-02,Company_08697,Website,Technology,SMB,Hong Kong,New
8698,2025-05-12,Company_08698,Paid Ads,Manufacturing,SMB,Japan,New
8699,2025-06-15,Company_08699,Partner,Healthcare,SMB,Japan,New
8700,2025-12-06,Company_08700,Paid Ads,Technology,Enterprise,Singapore,New
8701,2024-04-04,Company_08701,Website,Retail,SMB,Hong Kong,New
8702,2024-07-12,Company_08702,Website,Manufacturing,Mid-Market,Japan,New
8703,2025-12-17,Company_08703,Paid Ads,Manufacturing,SMB,Taiwan,New
8704,2025-11-23,Company_08704,Partner,Professional Services,SMB,Singapore,New
8705,2024-07-08,Company_08705,Website,Financial Services,SMB,Hong Kong,New
